,hr,holiday,workingday,temp,hum,windspeed,instant,mnth,yr,Clear to partly cloudy,Light Precipitation,Misty
865,1,0,1,0.72,0.79,0.0896,13869,8,1,1,0,0
505,1,0,0,0.6,0.88,0.1642,13509,7,1,0,0,1
1477,13,0,1,0.88,0.27,0.3284,14481,8,1,1,0,0
1383,15,0,1,0.8,0.55,0.2985,14387,8,1,1,0,0
211,19,0,1,0.74,0.55,0.1642,13215,7,1,1,0,0
1484,20,0,1,0.8,0.49,0.1343,14488,8,1,1,0,0
1476,12,0,1,0.86,0.26,0.2537,14480,8,1,1,0,0
948,12,0,1,0.84,0.44,0.1045,13952,8,1,1,0,0
619,19,0,1,0.9,0.45,0.3284,13623,7,1,1,0,0
1081,1,0,1,0.7,0.61,0.0,14085,8,1,1,0,0
353,17,0,0,0.8,0.59,0.4925,13357,7,1,1,0,0
1332,12,0,0,0.72,0.54,0.3881,14336,8,1,0,1,0
479,23,0,1,0.62,0.83,0.2836,13483,7,1,0,0,1
811,19,0,1,0.8,0.63,0.2239,13815,8,1,0,0,1
1118,14,0,1,0.82,0.32,0.0,14122,8,1,1,0,0
513,9,0,0,0.66,0.69,0.0,13517,7,1,0,0,1
482,2,0,0,0.6,0.88,0.2836,13486,7,1,0,1,0
907,19,0,1,0.76,0.66,0.1045,13911,8,1,0,0,1
354,18,0,0,0.72,0.79,0.3582,13358,7,1,0,1,0
148,4,0,0,0.74,0.74,0.1642,13152,7,1,1,0,0
1184,8,0,0,0.64,0.69,0.1045,14188,8,1,0,0,1
853,13,0,0,0.88,0.44,0.4627,13857,8,1,1,0,0
487,7,0,0,0.58,0.88,0.2537,13491,7,1,0,0,1
1289,17,0,1,0.76,0.45,0.2239,14293,8,1,1,0,0
645,21,0,1,0.78,0.59,0.1045,13649,7,1,1,0,0
801,9,0,1,0.74,0.66,0.1045,13805,8,1,0,0,1
363,3,0,1,0.68,0.79,0.0896,13367,7,1,1,0,0
1020,12,0,0,0.74,0.42,0.1939999999999999,14024,8,1,1,0,0
1119,15,0,1,0.8,0.33,0.2537,14123,8,1,1,0,0
933,21,0,1,0.74,0.66,0.1045,13937,8,1,1,0,0
688,16,0,0,0.8,0.43,0.1343,13692,7,1,1,0,0
870,6,0,1,0.7,0.79,0.2239,13874,8,1,0,0,1
1272,0,0,1,0.64,0.78,0.0,14276,8,1,1,0,0
1177,1,0,0,0.64,0.65,0.0,14181,8,1,1,0,0
237,21,0,1,0.64,0.89,0.1045,13241,7,1,0,1,0
94,22,1,0,0.82,0.56,0.2239,13098,7,1,1,0,0
856,16,0,0,0.82,0.46,0.2537,13860,8,1,1,0,0
63,15,0,1,0.9,0.24,0.0,13067,7,1,0,0,1
365,5,0,1,0.66,0.78,0.1045,13369,7,1,1,0,0
641,17,0,1,0.86,0.41,0.2836,13645,7,1,1,0,0
1336,16,0,0,0.66,0.74,0.2985,14340,8,1,0,0,1
1333,13,0,0,0.72,0.51,0.3582,14337,8,1,0,0,1
1015,7,0,0,0.64,0.65,0.1343,14019,8,1,1,0,0
621,21,0,1,0.8,0.49,0.6119,13625,7,1,1,0,0
1104,0,0,1,0.66,0.69,0.0,14108,8,1,1,0,0
1359,15,0,0,0.64,0.89,0.2836,14363,8,1,0,1,0
1264,16,0,1,0.74,0.55,0.2239,14268,8,1,0,1,0
1193,17,0,0,0.64,0.78,0.1045,14197,8,1,0,0,1
1240,16,0,1,0.76,0.37,0.0,14244,8,1,1,0,0
709,13,0,1,0.8,0.49,0.1642,13713,7,1,1,0,0
759,15,0,1,0.82,0.46,0.1642,13763,8,1,1,0,0
1465,1,0,1,0.68,0.83,0.1642,14469,8,1,1,0,0
1432,16,0,1,0.76,0.37,0.1343,14436,8,1,1,0,0
690,18,0,0,0.8,0.41,0.2985,13694,7,1,1,0,0
1309,13,0,1,0.8,0.41,0.1045,14313,8,1,0,0,1
1401,9,0,1,0.7,0.79,0.1642,14405,8,1,0,0,1
335,23,0,0,0.68,0.83,0.0896,13339,7,1,0,0,1
1300,4,0,1,0.64,0.73,0.0,14304,8,1,0,0,1
876,12,0,1,0.78,0.55,0.0896,13880,8,1,0,0,1
202,10,0,1,0.66,0.83,0.1939999999999999,13206,7,1,0,0,1
812,20,0,1,0.78,0.66,0.2239,13816,8,1,0,0,1
789,21,0,1,0.76,0.66,0.2239,13793,8,1,1,0,0
230,14,0,1,0.82,0.38,0.1642,13234,7,1,1,0,0
1256,8,0,1,0.64,0.73,0.0896,14260,8,1,1,0,0
678,6,0,0,0.64,0.73,0.1642,13682,7,1,1,0,0
1167,15,0,0,0.76,0.37,0.2239,14171,8,1,1,0,0
685,13,0,0,0.8,0.49,0.2239,13689,7,1,1,0,0
775,7,0,1,0.7,0.79,0.0,13779,8,1,1,0,0
1175,23,0,0,0.64,0.65,0.0896,14179,8,1,1,0,0
1048,16,0,1,0.8,0.36,0.0896,14052,8,1,1,0,0
232,16,0,1,0.8,0.43,0.2239,13236,7,1,1,0,0
662,14,0,0,0.86,0.39,0.2537,13666,7,1,1,0,0
1067,11,0,1,0.74,0.62,0.0,14071,8,1,1,0,0
341,5,0,0,0.68,0.89,0.1343,13345,7,1,1,0,0
132,12,0,1,0.88,0.28,0.1045,13136,7,1,1,0,0
1405,13,0,1,0.82,0.43,0.2985,14409,8,1,1,0,0
343,7,0,0,0.7,0.79,0.0896,13347,7,1,1,0,0
521,17,0,0,0.74,0.66,0.2239,13525,7,1,1,0,0
254,14,0,1,0.8,0.41,0.2239,13258,7,1,1,0,0
1404,12,0,1,0.8,0.49,0.2836,14408,8,1,1,0,0
283,19,0,1,0.74,0.48,0.2239,13287,7,1,1,0,0
1137,9,0,1,0.7,0.58,0.1045,14141,8,1,1,0,0
82,10,1,0,0.8,0.46,0.0,13086,7,1,1,0,0
64,16,0,1,0.9,0.24,0.1939999999999999,13068,7,1,0,0,1
677,5,0,0,0.62,0.78,0.1939999999999999,13681,7,1,1,0,0
953,17,0,1,0.86,0.36,0.2537,13957,8,1,1,0,0
1273,1,0,1,0.62,0.83,0.0,14277,8,1,1,0,0
770,2,0,1,0.66,0.83,0.0896,13774,8,1,1,0,0
743,23,0,1,0.66,0.83,0.1642,13747,7,1,0,0,1
914,2,0,1,0.7,0.84,0.0,13918,8,1,1,0,0
1294,22,0,1,0.68,0.61,0.1045,14298,8,1,0,0,1
631,7,0,1,0.72,0.7,0.1939999999999999,13635,7,1,1,0,0
1394,2,0,1,0.68,0.83,0.2537,14398,8,1,1,0,0
1056,0,0,1,0.7,0.74,0.2239,14060,8,1,1,0,0
115,19,0,1,0.88,0.39,0.2537,13119,7,1,0,0,1
1205,5,0,1,0.6,0.83,0.0,14209,8,1,0,0,1
664,16,0,0,0.86,0.39,0.2239,13668,7,1,1,0,0
1304,8,0,1,0.66,0.74,0.0,14308,8,1,0,0,1
531,3,0,1,0.66,0.94,0.0896,13535,7,1,0,0,1
1113,9,0,1,0.72,0.54,0.1045,14117,8,1,1,0,0
378,18,0,1,0.84,0.53,0.0,13382,7,1,1,0,0
768,0,0,1,0.7,0.74,0.0,13772,8,1,1,0,0
1416,0,0,1,0.66,0.69,0.0,14420,8,1,1,0,0
121,1,0,1,0.78,0.55,0.2239,13125,7,1,1,0,0
1438,22,0,1,0.66,0.54,0.0,14442,8,1,1,0,0
1330,10,0,0,0.7,0.65,0.2985,14334,8,1,0,0,1
1079,23,0,1,0.72,0.66,0.1642,14083,8,1,1,0,0
470,14,0,1,0.7,0.84,0.1642,13474,7,1,0,1,0
1396,4,0,1,0.66,0.83,0.1343,14400,8,1,1,0,0
465,9,0,1,0.7,0.79,0.1343,13469,7,1,0,0,1
423,15,0,1,0.92,0.35,0.3582,13427,7,1,0,1,0
1450,10,0,1,0.72,0.54,0.0,14454,8,1,1,0,0
1060,4,0,1,0.68,0.83,0.1939999999999999,14064,8,1,0,0,1
1449,9,0,1,0.7,0.58,0.0,14453,8,1,1,0,0
374,14,0,1,0.88,0.42,0.1045,13378,7,1,1,0,0
919,7,0,1,0.7,0.84,0.1642,13923,8,1,0,0,1
1169,17,0,0,0.76,0.37,0.2239,14173,8,1,1,0,0
827,11,0,0,0.86,0.47,0.2537,13831,8,1,1,0,0
693,21,0,0,0.72,0.7,0.1343,13697,7,1,1,0,0
1463,23,0,1,0.7,0.74,0.1045,14467,8,1,1,0,0
1345,1,0,0,0.64,0.89,0.1939999999999999,14349,8,1,1,0,0
1269,21,0,1,0.64,0.73,0.0,14273,8,1,1,0,0
921,9,0,1,0.76,0.66,0.0,13925,8,1,0,0,1
483,3,0,0,0.6,0.88,0.2537,13487,7,1,0,1,0
849,9,0,0,0.8,0.59,0.3582,13853,8,1,1,0,0
506,2,0,0,0.6,0.88,0.1045,13510,7,1,0,0,1
217,1,0,1,0.7,0.74,0.1343,13221,7,1,1,0,0
1366,22,0,0,0.62,0.88,0.0896,14370,8,1,1,0,0
1082,2,0,1,0.68,0.65,0.0,14086,8,1,1,0,0
389,5,0,1,0.68,0.74,0.0896,13393,7,1,1,0,0
710,14,0,1,0.8,0.49,0.2239,13714,7,1,1,0,0
1214,14,0,1,0.72,0.54,0.1642,14218,8,1,1,0,0
425,17,0,1,0.74,0.7,0.2537,13429,7,1,1,0,0
1355,11,0,0,0.74,0.66,0.3582,14359,8,1,1,0,0
1286,14,0,1,0.78,0.46,0.2239,14290,8,1,1,0,0
382,22,0,1,0.76,0.62,0.0896,13386,7,1,1,0,0
1372,4,0,1,0.62,0.83,0.0,14376,8,1,1,0,0
329,17,0,0,0.7,0.79,0.1642,13333,7,1,0,1,0
349,13,0,0,0.86,0.41,0.1045,13353,7,1,1,0,0
535,7,0,1,0.7,0.84,0.1343,13539,7,1,1,0,0
961,1,0,1,0.7,0.65,0.1045,13965,8,1,1,0,0
681,9,0,0,0.72,0.62,0.2537,13685,7,1,1,0,0
1039,7,0,1,0.66,0.65,0.1343,14043,8,1,1,0,0
22,22,0,0,0.82,0.43,0.1343,13026,7,1,1,0,0
717,21,0,1,0.72,0.7,0.1939999999999999,13721,7,1,1,0,0
34,10,0,1,0.8,0.43,0.2537,13038,7,1,1,0,0
276,12,0,1,0.78,0.35,0.1343,13280,7,1,1,0,0
821,5,0,0,0.7,0.84,0.2239,13825,8,1,1,0,0
1266,18,0,1,0.66,0.61,0.2239,14270,8,1,0,1,0
414,6,0,1,0.72,0.7,0.1642,13418,7,1,1,0,0
675,3,0,0,0.66,0.69,0.2239,13679,7,1,1,0,0
370,10,0,1,0.8,0.59,0.0,13374,7,1,1,0,0
159,15,0,0,0.96,0.26,0.0,13163,7,1,1,0,0
287,23,0,1,0.7,0.51,0.2239,13291,7,1,0,0,1
183,15,0,0,0.92,0.42,0.2836,13187,7,1,0,1,0
1155,3,0,0,0.62,0.88,0.1939999999999999,14159,8,1,1,0,0
1046,14,0,1,0.8,0.33,0.1045,14050,8,1,1,0,0
532,4,0,1,0.66,0.94,0.1343,13536,7,1,0,0,1
533,5,0,1,0.66,0.94,0.1343,13537,7,1,0,0,1
813,21,0,1,0.76,0.66,0.1939999999999999,13817,8,1,0,0,1
1320,0,0,0,0.7,0.61,0.0,14324,8,1,0,0,1
1306,10,0,1,0.76,0.48,0.0,14310,8,1,0,0,1
871,7,0,1,0.72,0.7,0.1939999999999999,13875,8,1,0,1,0
1087,7,0,1,0.66,0.69,0.1939999999999999,14091,8,1,0,0,1
1261,13,0,1,0.76,0.48,0.1045,14265,8,1,1,0,0
1131,3,0,1,0.64,0.65,0.1045,14135,8,1,1,0,0
160,16,0,0,1.0,0.19,0.1642,13164,7,1,1,0,0
1189,13,0,0,0.64,0.83,0.1343,14193,8,1,0,1,0
1022,14,0,0,0.76,0.4,0.1939999999999999,14026,8,1,1,0,0
632,8,0,1,0.76,0.66,0.0896,13636,7,1,1,0,0
1317,21,0,1,0.7,0.61,0.1642,14321,8,1,0,0,1
127,7,0,1,0.78,0.46,0.1343,13131,7,1,1,0,0
6,6,0,0,0.7,0.79,0.0896,13010,7,1,1,0,0
941,5,0,1,0.66,0.94,0.0,13945,8,1,0,0,1
581,5,0,1,0.64,0.65,0.1642,13585,7,1,1,0,0
80,8,1,0,0.7,0.61,0.1045,13084,7,1,1,0,0
904,16,0,1,0.76,0.66,0.2836,13908,8,1,0,1,0
187,19,0,0,0.78,0.62,0.1642,13191,7,1,1,0,0
1077,21,0,1,0.74,0.62,0.2239,14081,8,1,1,0,0
1468,4,0,1,0.64,0.89,0.1343,14472,8,1,1,0,0
364,4,0,1,0.68,0.79,0.1045,13368,7,1,1,0,0
415,7,0,1,0.74,0.66,0.1642,13419,7,1,1,0,0
1098,18,0,1,0.74,0.51,0.2239,14102,8,1,1,0,0
192,0,0,1,0.68,0.89,0.0896,13196,7,1,0,0,1
534,6,0,1,0.68,0.89,0.0896,13538,7,1,0,0,1
181,13,0,0,0.94,0.38,0.2537,13185,7,1,1,0,0
214,22,0,1,0.72,0.58,0.1045,13218,7,1,0,0,1
485,5,0,0,0.58,0.88,0.2537,13489,7,1,0,1,0
1117,13,0,1,0.8,0.31,0.2239,14121,8,1,1,0,0
648,0,0,0,0.74,0.62,0.1343,13652,7,1,1,0,0
122,2,0,1,0.76,0.62,0.1343,13126,7,1,1,0,0
1124,20,0,1,0.76,0.4,0.0896,14128,8,1,1,0,0
358,22,0,0,0.72,0.74,0.1045,13362,7,1,1,0,0
559,7,0,1,0.7,0.74,0.1642,13563,7,1,1,0,0
605,5,0,1,0.66,0.74,0.1939999999999999,13609,7,1,1,0,0
416,8,0,1,0.78,0.62,0.1045,13420,7,1,1,0,0
872,8,0,1,0.7,0.79,0.0,13876,8,1,0,0,1
724,4,0,1,0.66,0.83,0.0896,13728,7,1,1,0,0
474,18,0,1,0.66,0.78,0.3284,13478,7,1,0,0,1
578,2,0,1,0.68,0.61,0.2239,13582,7,1,1,0,0
403,19,0,1,0.88,0.35,0.2537,13407,7,1,1,0,0
284,20,0,1,0.74,0.48,0.2239,13288,7,1,1,0,0
702,6,0,1,0.66,0.83,0.1642,13706,7,1,1,0,0
1458,18,0,1,0.8,0.38,0.1343,14462,8,1,1,0,0
754,10,0,1,0.72,0.66,0.0896,13758,8,1,1,0,0
1194,18,0,0,0.64,0.78,0.1045,14198,8,1,0,0,1
386,2,0,1,0.72,0.7,0.0896,13390,7,1,1,0,0
667,19,0,0,0.68,0.83,0.0,13671,7,1,1,0,0
331,19,0,0,0.72,0.84,0.0896,13335,7,1,1,0,0
774,6,0,1,0.66,0.83,0.0,13778,8,1,1,0,0
430,22,0,1,0.76,0.58,0.0896,13434,7,1,1,0,0
868,4,0,1,0.72,0.74,0.1343,13872,8,1,0,0,1
653,5,0,0,0.68,0.79,0.1642,13657,7,1,1,0,0
447,15,0,1,0.84,0.47,0.0896,13451,7,1,1,0,0
691,19,0,0,0.76,0.55,0.1642,13695,7,1,1,0,0
101,5,0,1,0.72,0.62,0.0,13105,7,1,1,0,0
446,14,0,1,0.86,0.44,0.0896,13450,7,1,1,0,0
740,20,0,1,0.7,0.7,0.1939999999999999,13744,7,1,0,1,0
1287,15,0,1,0.78,0.46,0.1343,14291,8,1,1,0,0
1370,2,0,1,0.62,0.88,0.1343,14374,8,1,1,0,0
207,15,0,1,0.76,0.45,0.2239,13211,7,1,0,0,1
788,20,0,1,0.78,0.66,0.0,13792,8,1,1,0,0
1393,1,0,1,0.68,0.89,0.1939999999999999,14397,8,1,1,0,0
288,0,0,1,0.7,0.54,0.1642,13292,7,1,0,0,1
1271,23,0,1,0.64,0.83,0.0,14275,8,1,1,0,0
844,4,0,0,0.72,0.74,0.2537,13848,8,1,1,0,0
1351,7,0,0,0.64,0.89,0.1939999999999999,14355,8,1,1,0,0
916,4,0,1,0.7,0.84,0.0,13920,8,1,1,0,0
1072,16,0,1,0.82,0.43,0.2239,14076,8,1,1,0,0
1301,5,0,1,0.64,0.78,0.0,14305,8,1,1,0,0
804,12,0,1,0.86,0.5,0.2985,13808,8,1,0,0,1
964,4,0,1,0.7,0.84,0.2836,13968,8,1,0,1,0
1312,16,0,1,0.76,0.48,0.1343,14316,8,1,0,0,1
1480,16,0,1,0.9,0.27,0.2537,14484,8,1,1,0,0
253,13,0,1,0.8,0.42,0.1642,13257,7,1,0,0,1
1243,19,0,1,0.62,0.73,0.1045,14247,8,1,0,1,0
936,0,0,1,0.72,0.74,0.1939999999999999,13940,8,1,1,0,0
455,23,0,1,0.66,0.89,0.2239,13459,7,1,0,1,0
538,10,0,1,0.78,0.62,0.0,13542,7,1,0,0,1
874,10,0,1,0.74,0.7,0.2239,13878,8,1,1,0,0
268,4,0,1,0.64,0.73,0.1045,13272,7,1,1,0,0
765,21,0,1,0.72,0.7,0.1343,13769,8,1,1,0,0
545,17,0,1,0.82,0.52,0.1343,13549,7,1,1,0,0
1360,16,0,0,0.64,0.89,0.2836,14364,8,1,0,1,0
118,22,0,1,0.82,0.59,0.1343,13122,7,1,1,0,0
413,5,0,1,0.72,0.7,0.1642,13417,7,1,1,0,0
1135,7,0,1,0.64,0.73,0.1045,14139,8,1,1,0,0
174,6,0,0,0.78,0.7,0.1343,13178,7,1,1,0,0
1212,12,0,1,0.66,0.61,0.1045,14216,8,1,0,0,1
400,16,0,1,0.92,0.29,0.1642,13404,7,1,1,0,0
1141,13,0,1,0.84,0.36,0.3881,14145,8,1,1,0,0
93,21,1,0,0.84,0.53,0.1343,13097,7,1,1,0,0
1007,23,0,0,0.66,0.78,0.1642,14011,8,1,0,1,0
311,23,0,1,0.72,0.45,0.1343,13315,7,1,0,0,1
518,14,0,0,0.72,0.66,0.1045,13522,7,1,1,0,0
1348,4,0,0,0.64,0.89,0.1939999999999999,14352,8,1,0,0,1
153,9,0,0,0.84,0.59,0.1642,13157,7,1,1,0,0
920,8,0,1,0.74,0.72,0.0896,13924,8,1,0,0,1
1342,22,0,0,0.62,0.83,0.3582,14346,8,1,1,0,0
443,11,0,1,0.8,0.55,0.1045,13447,7,1,1,0,0
1148,20,0,1,0.72,0.58,0.2239,14152,8,1,0,0,1
1415,23,0,1,0.68,0.57,0.0,14419,8,1,1,0,0
1047,15,0,1,0.82,0.34,0.2239,14051,8,1,1,0,0
1054,22,0,1,0.72,0.62,0.3284,14058,8,1,1,0,0
225,9,0,1,0.74,0.66,0.1343,13229,7,1,1,0,0
1024,16,0,0,0.76,0.4,0.1045,14028,8,1,1,0,0
1423,7,0,1,0.64,0.65,0.0896,14427,8,1,1,0,0
713,17,0,1,0.76,0.55,0.3284,13717,7,1,1,0,0
435,3,0,1,0.72,0.7,0.1045,13439,7,1,1,0,0
179,11,0,0,0.92,0.42,0.2985,13183,7,1,1,0,0
1417,1,0,1,0.64,0.69,0.1343,14421,8,1,1,0,0
508,4,0,0,0.6,0.88,0.0,13512,7,1,1,0,0
32,8,0,1,0.76,0.52,0.1939999999999999,13036,7,1,1,0,0
1290,18,0,1,0.74,0.48,0.2239,14294,8,1,1,0,0
38,14,0,1,0.86,0.34,0.2239,13042,7,1,1,0,0
24,0,0,1,0.76,0.58,0.2239,13028,7,1,0,0,1
29,5,0,1,0.72,0.51,0.0,13033,7,1,0,0,1
199,7,0,1,0.66,0.83,0.2239,13203,7,1,0,1,0
832,16,0,0,0.9,0.39,0.2985,13836,8,1,1,0,0
1151,23,0,1,0.64,0.83,0.2239,14155,8,1,0,1,0
180,12,0,0,0.92,0.42,0.1939999999999999,13184,7,1,1,0,0
823,7,0,0,0.72,0.77,0.1642,13827,8,1,1,0,0
1429,13,0,1,0.74,0.42,0.0,14433,8,1,1,0,0
264,0,0,1,0.68,0.61,0.0,13268,7,1,0,0,1
126,6,0,1,0.74,0.66,0.1939999999999999,13130,7,1,1,0,0
1464,0,0,1,0.68,0.83,0.1642,14468,8,1,1,0,0
719,23,0,1,0.7,0.74,0.1939999999999999,13723,7,1,1,0,0
295,7,0,1,0.7,0.54,0.0,13299,7,1,0,0,1
794,2,0,1,0.68,0.79,0.2239,13798,8,1,1,0,0
652,4,0,0,0.7,0.79,0.1939999999999999,13656,7,1,1,0,0
660,12,0,0,0.84,0.41,0.2239,13664,7,1,1,0,0
1217,17,0,1,0.7,0.58,0.2836,14221,8,1,1,0,0
105,9,0,1,0.84,0.49,0.2985,13109,7,1,1,0,0
1095,15,0,1,0.76,0.52,0.2537,14099,8,1,1,0,0
347,11,0,0,0.82,0.52,0.1642,13351,7,1,1,0,0
745,1,0,1,0.66,0.83,0.0896,13749,8,1,1,0,0
922,10,0,1,0.8,0.52,0.1343,13926,8,1,0,0,1
419,11,0,1,0.9,0.42,0.0,13423,7,1,1,0,0
402,18,0,1,0.9,0.33,0.1939999999999999,13406,7,1,1,0,0
509,5,0,0,0.6,0.88,0.0,13513,7,1,1,0,0
1073,17,0,1,0.76,0.66,0.2537,14077,8,1,0,1,0
1220,20,0,1,0.62,0.83,0.2836,14224,8,1,0,0,1
669,21,0,0,0.66,0.78,0.0896,13673,7,1,1,0,0
915,3,0,1,0.7,0.84,0.0,13919,8,1,1,0,0
231,15,0,1,0.8,0.41,0.2239,13235,7,1,1,0,0
730,10,0,1,0.72,0.66,0.0,13734,7,1,1,0,0
703,7,0,1,0.7,0.79,0.0896,13707,7,1,1,0,0
869,5,0,1,0.7,0.79,0.1939999999999999,13873,8,1,1,0,0
1344,0,0,0,0.64,0.89,0.2537,14348,8,1,1,0,0
1227,3,0,1,0.56,0.88,0.0,14231,8,1,1,0,0
716,20,0,1,0.72,0.7,0.2239,13720,7,1,1,0,0
125,5,0,1,0.74,0.66,0.1939999999999999,13129,7,1,1,0,0
687,15,0,0,0.8,0.43,0.1343,13691,7,1,1,0,0
1307,11,0,1,0.76,0.48,0.1045,14311,8,1,0,0,1
551,23,0,1,0.72,0.66,0.1642,13555,7,1,1,0,0
747,3,0,1,0.64,0.83,0.1045,13751,8,1,1,0,0
607,7,0,1,0.7,0.74,0.2537,13611,7,1,1,0,0
1390,22,0,1,0.7,0.84,0.1939999999999999,14394,8,1,1,0,0
1044,12,0,1,0.78,0.4,0.1939999999999999,14048,8,1,1,0,0
808,16,0,1,0.86,0.41,0.2239,13812,8,1,0,0,1
1032,0,0,1,0.66,0.65,0.1045,14036,8,1,1,0,0
540,12,0,1,0.8,0.52,0.1642,13544,7,1,0,0,1
577,1,0,1,0.7,0.58,0.1939999999999999,13581,7,1,1,0,0
796,4,0,1,0.66,0.83,0.2537,13800,8,1,1,0,0
1380,12,0,1,0.76,0.62,0.0,14384,8,1,1,0,0
398,14,0,1,0.94,0.29,0.2537,13402,7,1,1,0,0
1478,14,0,1,0.9,0.25,0.2239,14482,8,1,1,0,0
1444,4,0,1,0.62,0.73,0.0,14448,8,1,1,0,0
89,17,1,0,0.92,0.35,0.2985,13093,7,1,1,0,0
888,0,0,1,0.7,0.84,0.1939999999999999,13892,8,1,1,0,0
191,23,0,0,0.68,0.83,0.0896,13195,7,1,0,1,0
1163,11,0,0,0.72,0.51,0.0,14167,8,1,1,0,0
1207,7,0,1,0.62,0.78,0.1343,14211,8,1,0,0,1
897,9,0,1,0.7,0.74,0.1343,13901,8,1,0,0,1
1451,11,0,1,0.76,0.4,0.0896,14455,8,1,1,0,0
1051,19,0,1,0.74,0.58,0.1642,14055,8,1,1,0,0
248,8,0,1,0.68,0.79,0.1642,13252,7,1,0,0,1
1202,2,0,1,0.6,0.83,0.1642,14206,8,1,1,0,0
70,22,0,1,0.68,0.79,0.1939999999999999,13074,7,1,1,0,0
799,7,0,1,0.7,0.74,0.1045,13803,8,1,1,0,0
852,12,0,0,0.86,0.47,0.5224,13856,8,1,1,0,0
699,3,0,1,0.66,0.83,0.0,13703,7,1,1,0,0
1434,18,0,1,0.74,0.42,0.1642,14438,8,1,1,0,0
1472,8,0,1,0.7,0.74,0.0,14476,8,1,0,0,1
1130,2,0,1,0.66,0.61,0.1343,14134,8,1,1,0,0
880,16,0,1,0.84,0.41,0.1045,13884,8,1,1,0,0
771,3,0,1,0.66,0.83,0.0,13775,8,1,1,0,0
377,17,0,1,0.76,0.66,0.5821,13381,7,1,0,1,0
951,15,0,1,0.88,0.32,0.2239,13955,8,1,1,0,0
672,0,0,0,0.66,0.89,0.1343,13676,7,1,1,0,0
366,6,0,1,0.68,0.79,0.1343,13370,7,1,1,0,0
986,2,0,0,0.64,0.78,0.1939999999999999,13990,8,1,0,1,0
859,19,0,0,0.7,0.84,0.2239,13863,8,1,1,0,0
514,10,0,0,0.66,0.74,0.0,13518,7,1,0,0,1
851,11,0,0,0.82,0.56,0.4179,13855,8,1,1,0,0
1186,10,0,0,0.68,0.69,0.0,14190,8,1,0,0,1
606,6,0,1,0.66,0.78,0.2537,13610,7,1,1,0,0
333,21,0,0,0.7,0.84,0.2239,13337,7,1,1,0,0
1237,13,0,1,0.74,0.4,0.0,14241,8,1,1,0,0
1128,0,0,1,0.68,0.57,0.1642,14132,8,1,1,0,0
1152,0,0,0,0.64,0.83,0.2239,14156,8,1,0,0,1
563,11,0,1,0.84,0.53,0.3284,13567,7,1,0,0,1
241,1,0,1,0.64,0.89,0.0,13245,7,1,1,0,0
845,5,0,0,0.72,0.74,0.2537,13849,8,1,1,0,0
1030,22,0,0,0.7,0.58,0.1343,14034,8,1,1,0,0
1196,20,0,0,0.64,0.73,0.1939999999999999,14200,8,1,0,0,1
222,6,0,1,0.68,0.79,0.1045,13226,7,1,0,0,1
549,21,0,1,0.76,0.62,0.1939999999999999,13553,7,1,1,0,0
1203,3,0,1,0.6,0.88,0.1045,14207,8,1,1,0,0
1471,7,0,1,0.64,0.89,0.0896,14475,8,1,0,0,1
892,4,0,1,0.68,0.83,0.1343,13896,8,1,1,0,0
1085,5,0,1,0.64,0.78,0.1045,14089,8,1,1,0,0
526,22,0,0,0.7,0.74,0.1939999999999999,13530,7,1,1,0,0
445,13,0,1,0.84,0.47,0.1343,13449,7,1,1,0,0
1086,6,0,1,0.64,0.78,0.1045,14090,8,1,1,0,0
943,7,0,1,0.7,0.84,0.1642,13947,8,1,0,0,1
1061,5,0,1,0.68,0.89,0.1939999999999999,14065,8,1,0,0,1
1358,14,0,0,0.64,0.89,0.1045,14362,8,1,1,0,0
640,16,0,1,0.84,0.47,0.2239,13644,7,1,1,0,0
625,1,0,1,0.72,0.7,0.1045,13629,7,1,1,0,0
14,14,0,0,0.92,0.33,0.2537,13018,7,1,1,0,0
165,21,0,0,0.88,0.37,0.1939999999999999,13169,7,1,1,0,0
618,18,0,1,0.92,0.4,0.3582,13622,7,1,1,0,0
1315,19,0,1,0.72,0.58,0.1642,14319,8,1,0,0,1
1036,4,0,1,0.64,0.69,0.1045,14040,8,1,1,0,0
